Chrom,Start,End,Marker,Pos,GWR-100-104,GWR-100-108,GWR-100-11,GWR-100-110,GWR-100-113,GWR-100-117,GWR-100-119,GWR-100-121,GWR-100-126,GWR-100-132,GWR-100-135,GWR-100-139,GWR-100-14,GWR-100-149,GWR-100-150,GWR-100-151,GWR-100-152,GWR-100-156,GWR-100-172,GWR-100-175,GWR-100-182,GWR-100-185,GWR-100-187,GWR-100-19,GWR-100-193,GWR-100-199,GWR-100-20,GWR-100-203,GWR-100-21,GWR-100-210,GWR-100-211,GWR-100-212,GWR-100-215,GWR-100-217A,GWR-100-221,GWR-100-222,GWR-100-227,GWR-100-240,GWR-100-245,GWR-100-250,GWR-100-252,GWR-100-255,GWR-100-258,GWR-100-262,GWR-100-27,GWR-100-273,GWR-100-275,GWR-100-276,GWR-100-277,GWR-100-28,GWR-100-283,GWR-100-284,GWR-100-286,GWR-100-30,GWR-100-304,GWR-100-308,GWR-100-309,GWR-100-313,GWR-100-315,GWR-100-320,GWR-100-321,GWR-100-329,GWR-100-33,GWR-100-343,GWR-100-345,GWR-100-346,GWR-100-349,GWR-100-350,GWR-100-352,GWR-100-364,GWR-100-369,GWR-100-370,GWR-100-372,GWR-100-374,GWR-100-379,GWR-100-385,GWR-100-386,GWR-100-387,GWR-100-39,GWR-100-392,GWR-100-394,GWR-100-4,GWR-100-400,GWR-100-401,GWR-100-402,GWR-100-415,GWR-100-428,GWR-100-433,GWR-100-439,GWR-100-442,GWR-100-443,GWR-100-445,GWR-100-447,GWR-100-450,GWR-100-457,GWR-100-458,GWR-100-459,GWR-100-462,GWR-100-465,GWR-100-466,GWR-100-467,GWR-100-477,GWR-100-478,GWR-100-479,GWR-100-480,GWR-100-481,GWR-100-483,GWR-100-488,GWR-100-49,GWR-100-492,GWR-100-497,GWR-100-504,GWR-100-53,GWR-100-54,GWR-100-69,GWR-100-73,GWR-100-76,GWR-100-84,GWR-100-90,GWR-100-91,GWR-100-92,GWR-100-95,GWR-100-96,GWR-100-99,IFG-100-462,XXX-100-105,XXX-100-110,XXX-100-114,XXX-100-115,XXX-100-116,XXX-100-117,XXX-100-118,XXX-100-124,XXX-100-128,XXX-100-129,XXX-100-133,XXX-100-137,XXX-100-149,XXX-100-155,XXX-100-158,XXX-100-165,XXX-100-170,XXX-100-173,XXX-100-175,XXX-100-186,XXX-100-2,XXX-100-20,XXX-100-232,XXX-100-237,XXX-100-242,XXX-100-249,XXX-100-25,XXX-100-32,XXX-100-33,XXX-100-39,XXX-100-47,XXX-100-58,XXX-100-59,XXX-100-60,XXX-100-62,XXX-100-65,XXX-100-66,XXX-100-70,XXX-100-71,XXX-100-73,XXX-100-80,XXX-100-82,XXX-100-93
Chr13,1001,1050,13_1001_1050,Chr13_15623227_16175370,A,B,A,A,NA,A,A,B,NA,B,B,A,B,A,NA,B,A,B,NA,B,A,B,A,NA,NA,NA,A,B,B,B,A,B,A,A,B,B,A,NA,A,A,A,NA,B,B,B,B,A,B,B,NA,B,B,A,B,NA,NA,A,A,A,B,B,A,NA,B,NA,B,B,NA,A,A,NA,A,A,B,B,B,B,B,B,A,NA,NA,B,B,A,A,NA,A,A,B,A,NA,B,NA,A,B,A,B,B,B,B,NA,A,NA,B,B,B,NA,B,B,A,B,B,B,NA,B,NA,A,B,B,B,NA,NA,A,B,A,B,A,A,A,NA,NA,A,NA,B,A,A,B,NA,B,B,NA,B,A,A,B,A,B,B,B,A,B,A,A,B,B,NA,B,NA,A,A,A,B,NA,A,NA,B,B
Chr13,1051,1100,13_1051_1100,Chr13_16228826_16309277,A,B,A,A,NA,A,A,B,NA,B,B,A,B,A,NA,B,A,B,NA,B,A,B,A,NA,NA,NA,A,B,B,B,A,B,A,A,B,B,A,NA,A,A,A,NA,B,B,B,B,A,B,B,A,B,B,A,B,NA,NA,A,A,A,B,B,A,NA,B,NA,B,B,NA,A,A,NA,A,A,B,B,B,B,B,B,A,A,NA,B,B,A,B,NA,A,A,B,A,NA,B,NA,A,B,A,B,B,B,B,NA,A,NA,B,B,NA,NA,B,B,A,B,B,B,NA,B,A,A,B,B,B,NA,B,A,B,A,B,A,A,A,NA,NA,A,B,B,A,A,B,B,B,B,A,B,A,A,B,A,B,B,B,A,B,A,A,B,B,NA,B,NA,A,A,A,B,NA,A,NA,B,B
Chr14,1,50,14_1_50,Chr14_1412542_1718839,B,A,B,A,NA,B,A,B,NA,B,B,A,A,A,NA,B,A,B,NA,B,A,A,B,A,NA,NA,A,B,B,A,B,NA,A,B,A,A,A,NA,A,B,A,NA,A,A,NA,A,A,B,A,B,NA,B,B,NA,NA,A,B,A,NA,A,A,NA,NA,B,NA,A,B,B,A,NA,NA,B,A,B,B,A,A,A,A,NA,B,NA,B,A,A,NA,A,A,B,B,B,NA,B,NA,A,A,B,A,A,A,A,NA,B,NA,A,NA,NA,A,NA,B,A,A,NA,A,NA,A,A,A,B,A,NA,NA,B,B,A,A,A,A,A,A,A,NA,A,A,A,B,NA,B,A,B,B,NA,A,A,A,A,A,B,A,B,NA,A,NA,A,A,B,NA,B,NA,A,B,NA,A,NA,B,NA,A,B
Chr14,51,100,14_51_100,Chr14_1769848_2181663,B,A,B,A,NA,B,A,B,NA,B,B,A,A,NA,NA,B,A,B,NA,B,A,A,B,A,NA,NA,A,NA,B,A,B,B,A,B,A,A,A,NA,A,B,A,NA,A,A,NA,A,A,B,NA,B,A,B,B,B,NA,A,B,A,A,NA,A,NA,NA,B,NA,A,B,B,A,B,NA,B,A,B,B,A,A,A,A,NA,B,NA,B,A,A,A,A,B,B,B,B,NA,B,NA,A,A,B,B,A,A,A,NA,B,NA,A,B,NA,NA,NA,B,A,A,A,A,NA,A,A,B,B,A,NA,NA,B,NA,B,A,A,A,A,A,A,NA,A,A,A,A,NA,B,A,B,B,NA,A,A,A,A,A,B,A,B,NA,A,NA,A,A,B,NA,B,NA,A,B,NA,A,A,B,NA,A,B
Chr14,101,150,14_101_150,Chr14_2181861_2932266,B,A,B,A,NA,B,A,B,NA,B,B,A,A,B,NA,B,A,B,NA,B,A,A,B,NA,NA,NA,A,A,B,A,B,B,A,B,NA,A,A,NA,A,NA,NA,NA,A,A,NA,NA,A,B,NA,B,A,NA,B,B,NA,A,B,A,A,NA,A,NA,NA,B,NA,A,B,B,A,B,NA,B,A,B,A,A,A,A,NA,NA,B,NA,B,A,A,A,A,B,B,B,B,NA,B,NA,A,A,B,B,A,A,A,NA,B,NA,A,B,NA,NA,NA,B,A,A,A,A,NA,A,A,B,B,A,NA,NA,NA,A,B,A,NA,A,A,A,A,NA,A,A,A,A,NA,A,NA,B,B,NA,A,A,NA,A,A,B,A,B,NA,A,NA,A,A,A,NA,B,NA,A,B,NA,A,NA,B,NA,A,B
Chr14,151,200,14_151_200,Chr14_2944360_3608257,B,A,B,A,NA,B,A,B,NA,B,B,A,A,B,NA,B,A,B,NA,B,NA,A,NA,NA,NA,NA,A,A,B,A,B,B,A,B,B,A,A,NA,A,A,B,NA,A,A,NA,B,NA,A,NA,B,A,A,NA,B,B,A,B,A,A,NA,A,A,NA,B,NA,NA,B,B,B,B,NA,B,A,B,A,A,A,A,B,NA,B,NA,B,A,A,A,A,B,B,B,B,NA,B,NA,A,A,B,B,NA,NA,A,NA,B,NA,A,B,NA,NA,NA,B,NA,A,A,B,NA,A,NA,B,B,A,NA,NA,A,A,B,A,B,A,A,A,A,NA,NA,A,A,A,A,A,B,B,B,NA,A,A,B,A,A,B,A,B,NA,A,NA,A,A,A,NA,B,NA,A,B,NA,A,NA,NA,NA,A,B
Chr14,201,250,14_201_250,Chr14_3667943_4198692,B,A,B,A,NA,B,A,B,NA,B,B,A,A,B,NA,B,A,B,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,NA,A,A,B,A,A,NA,A,A,B,NA,A,A,NA,B,B,A,NA,B,A,A,A,B,NA,A,B,NA,A,NA,NA,A,NA,B,NA,B,NA,B,B,B,NA,B,A,B,A,A,A,B,B,NA,B,NA,B,A,A,A,A,B,B,B,B,NA,B,NA,A,A,B,B,B,B,A,NA,B,NA,A,B,NA,A,NA,B,B,NA,A,B,NA,A,B,B,B,A,NA,NA,A,A,B,A,B,A,A,B,NA,NA,B,A,A,A,A,A,B,B,B,NA,A,A,B,NA,A,B,A,B,NA,A,NA,A,A,A,NA,NA,NA,A,B,NA,A,NA,A,NA,A,B
Chr14,251,300,14_251_300,Chr14_4198901_5484913,B,A,B,A,NA,B,A,B,NA,B,B,A,A,B,NA,B,A,B,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,A,A,A,B,A,A,NA,A,A,B,NA,A,A,NA,B,B,A,NA,B,A,A,A,B,NA,A,B,B,A,NA,B,A,NA,NA,NA,B,A,B,B,B,NA,NA,A,B,A,A,A,B,B,NA,B,NA,B,A,NA,A,A,B,B,B,B,NA,B,NA,A,A,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,B,B,B,A,B,NA,A,B,B,B,A,NA,NA,A,A,B,A,B,A,A,B,B,NA,NA,A,A,A,A,A,B,B,B,NA,A,A,B,B,A,B,A,B,NA,A,NA,A,A,A,NA,A,NA,NA,B,NA,A,NA,A,NA,A,B
Chr14,301,350,14_301_350,Chr14_5485102_5794209,B,A,B,A,NA,B,NA,B,NA,B,A,A,A,B,NA,B,A,B,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,A,A,A,B,A,A,NA,A,A,B,NA,A,A,NA,B,B,A,NA,B,A,A,A,B,NA,A,B,B,A,NA,B,A,NA,A,NA,B,A,B,B,B,NA,A,A,B,A,A,A,B,B,NA,B,NA,NA,A,B,A,A,B,B,B,B,NA,B,NA,A,A,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,B,B,B,A,B,NA,A,B,B,B,A,B,NA,A,A,B,A,B,A,A,B,B,A,NA,A,A,A,A,A,B,B,B,NA,A,NA,B,B,A,B,NA,B,NA,NA,NA,A,B,A,NA,NA,NA,B,B,NA,A,NA,A,NA,A,B
Chr14,351,400,14_351_400,Chr14_5794789_6335975,B,A,B,A,NA,B,B,B,NA,B,A,A,A,B,NA,B,NA,B,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,A,A,A,B,A,A,NA,A,A,B,NA,A,A,NA,B,B,A,NA,B,A,A,A,B,NA,NA,NA,B,A,NA,NA,A,NA,A,NA,B,A,B,B,B,NA,A,A,B,A,A,A,B,B,NA,B,NA,A,NA,B,A,NA,B,B,B,B,NA,B,NA,A,NA,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,NA,NA,B,A,B,NA,A,B,B,B,A,B,NA,A,A,B,A,B,A,A,B,B,A,NA,A,A,A,A,A,B,B,B,NA,A,NA,B,B,A,B,B,B,NA,B,NA,A,B,A,NA,NA,NA,B,B,NA,A,NA,A,NA,A,B
Chr14,401,450,14_401_450,Chr14_6360149_6878286,B,B,A,A,NA,NA,B,B,NA,B,A,A,A,B,NA,B,NA,NA,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,B,B,A,B,A,A,NA,A,A,B,NA,A,A,NA,B,B,A,NA,B,A,A,A,B,NA,NA,A,B,A,NA,A,A,NA,A,NA,B,A,B,NA,B,NA,NA,A,B,A,A,A,B,NA,NA,B,NA,A,NA,B,A,B,B,B,B,NA,NA,B,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,A,A,NA,A,B,NA,A,B,B,B,A,B,NA,A,A,B,A,B,A,A,B,B,NA,NA,A,A,A,A,A,B,B,B,NA,A,A,B,B,A,B,B,B,NA,B,NA,A,B,NA,NA,NA,NA,B,B,A,A,B,NA,NA,A,B
Chr14,451,500,14_451_500,Chr14_6941815_7207281,B,B,A,A,NA,A,B,B,NA,B,A,A,A,B,NA,B,A,A,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,B,B,A,B,A,A,NA,A,A,B,NA,A,A,NA,B,B,A,B,B,A,A,A,A,NA,NA,A,B,A,B,A,A,NA,A,NA,B,A,B,A,NA,NA,B,A,B,A,B,A,B,A,NA,B,NA,A,A,B,A,B,NA,B,B,NA,NA,B,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,A,NA,A,A,A,A,B,NA,A,B,B,B,A,B,NA,A,A,B,NA,B,A,A,B,B,NA,NA,NA,A,A,A,A,NA,B,B,NA,A,A,B,B,A,B,B,B,NA,B,B,A,B,B,NA,NA,NA,B,B,A,A,NA,B,NA,A,NA
Chr14,501,550,14_501_550,Chr14_7207356_7560189,B,B,A,A,NA,A,B,B,NA,B,A,A,A,NA,NA,B,A,A,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,B,B,A,B,A,A,NA,A,A,B,NA,NA,A,NA,B,B,A,B,B,NA,A,A,A,NA,NA,A,B,A,B,A,A,NA,A,NA,B,A,B,A,A,NA,B,A,B,A,B,A,B,A,NA,B,NA,A,A,B,A,B,B,B,B,NA,NA,B,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,A,NA,A,A,A,NA,B,NA,A,B,B,B,A,B,NA,A,A,B,B,B,A,A,B,B,NA,NA,B,A,A,A,A,A,B,B,NA,A,A,B,B,A,B,B,B,NA,B,B,A,B,B,NA,NA,NA,B,B,A,A,NA,B,NA,A,A
Chr14,551,600,14_551_600,Chr14_7561489_7987654,B,B,A,A,NA,A,B,B,NA,B,A,A,A,A,NA,B,A,A,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,B,B,A,B,A,A,NA,A,A,B,NA,B,A,NA,B,B,A,B,B,B,A,A,NA,NA,NA,A,B,A,B,A,A,NA,A,NA,B,A,B,A,A,NA,B,A,B,A,B,A,B,A,NA,B,NA,A,A,B,A,B,B,B,B,NA,NA,B,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,A,NA,A,A,A,B,B,NA,A,B,B,B,A,B,NA,A,A,B,B,B,A,A,B,B,B,NA,B,A,A,A,A,A,B,B,NA,A,A,B,B,A,B,B,B,NA,B,B,A,B,NA,NA,A,NA,B,B,A,A,NA,B,NA,A,A
Chr14,601,650,14_601_650,Chr14_7987723_8360105,A,B,A,A,NA,A,B,B,NA,B,A,A,A,A,NA,B,A,A,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,B,B,A,B,A,A,NA,A,A,B,NA,B,A,NA,B,B,A,B,B,B,A,A,B,NA,NA,A,B,NA,B,B,A,NA,A,NA,B,A,B,A,A,NA,B,A,B,A,B,A,B,A,NA,B,NA,A,A,B,A,B,B,B,B,NA,NA,B,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,A,A,A,B,B,NA,A,B,B,B,A,B,NA,A,A,B,B,B,A,A,B,B,B,NA,B,A,A,A,A,A,B,B,NA,A,A,B,B,A,B,B,B,NA,B,B,NA,B,NA,NA,A,NA,B,B,A,A,NA,B,NA,A,A
Chr14,651,700,14_651_700,Chr14_8360173_8826511,A,NA,A,A,NA,A,B,A,NA,B,A,NA,B,A,NA,B,A,A,NA,B,B,A,A,NA,NA,NA,A,A,B,A,B,B,NA,A,B,A,A,NA,A,A,B,NA,B,A,A,B,B,A,B,B,B,A,A,B,NA,NA,A,B,B,B,B,A,NA,A,NA,B,A,B,A,A,NA,B,A,B,A,B,A,B,A,NA,B,NA,A,A,B,A,B,NA,B,B,NA,NA,B,NA,A,B,B,B,B,B,A,B,B,NA,A,B,NA,NA,NA,A,A,A,B,B,NA,A,B,B,B,A,B,NA,A,A,B,B,B,A,A,B,B,B,NA,B,A,A,A,A,A,B,B,NA,A,A,B,B,NA,B,B,B,NA,B,B,B,B,NA,NA,A,NA,B,B,A,A,NA,B,NA,A,A
Chr14,701,750,14_701_750,Chr14_8830871_9343987,A,A,A,A,NA,A,NA,A,NA,B,A,B,B,A,NA,B,A,A,NA,B,B,B,NA,NA,NA,NA,A,A,B,A,B,B,A,A,B,NA,A,NA,A,A,B,NA,B,NA,A,B,B,A,NA,B,B,NA,NA,B,NA,B,A,B,B,NA,B,NA,NA,A,NA,B,A,B,A,A,NA,B,A,B,A,B,A,B,A,NA,B,NA,A,A,B,A,B,A,B,B,NA,NA,B,NA,A,B,B,B,B,B,A,B,B,NA,A,B,NA,NA,NA,A,A,A,B,B,NA,A,B,B,B,A,NA,NA,A,A,B,B,B,A,A,B,B,NA,B,B,A,A,A,A,NA,B,B,NA,A,A,B,B,B,B,B,B,NA,B,B,B,B,NA,NA,A,NA,B,B,A,A,NA,B,NA,A,A
Chr14,751,800,14_751_800,Chr14_9344083_9965612,A,A,A,A,NA,A,A,A,NA,B,A,NA,NA,A,NA,B,A,NA,B,B,A,B,B,NA,NA,NA,A,NA,B,A,B,B,A,A,B,B,A,B,A,A,NA,NA,B,B,A,B,B,A,NA,B,B,B,B,B,NA,B,A,B,B,NA,B,B,NA,A,NA,B,A,B,A,A,NA,B,A,B,A,B,A,B,A,NA,B,NA,A,A,B,A,B,A,B,B,NA,NA,B,NA,A,B,B,B,B,B,A,B,B,NA,A,B,NA,NA,NA,A,A,A,B,B,NA,A,B,B,B,A,NA,NA,A,A,B,B,B,A,A,B,B,NA,B,B,A,NA,A,A,B,B,B,NA,A,A,B,B,B,B,B,B,NA,B,B,B,NA,B,NA,A,A,B,B,A,A,NA,B,NA,A,A
Chr14,801,850,14_801_850,Chr14_9966401_10546826,NA,A,A,A,NA,A,A,A,NA,B,A,A,A,A,NA,B,A,B,B,B,A,B,B,NA,NA,NA,A,B,B,A,B,B,A,A,B,B,A,B,A,A,A,NA,B,B,A,A,B,A,NA,B,B,B,B,B,NA,B,A,B,B,NA,B,NA,NA,A,NA,B,A,NA,NA,A,NA,B,A,B,A,B,A,NA,A,B,B,NA,A,A,B,A,NA,A,B,B,NA,NA,NA,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,A,A,A,B,B,NA,A,B,B,B,A,NA,NA,A,A,B,B,B,A,A,B,B,NA,B,B,NA,B,A,A,B,B,B,NA,A,A,B,B,B,B,B,B,NA,NA,B,B,A,B,NA,A,A,B,B,A,A,NA,B,NA,A,A
Chr14,851,900,14_851_900,Chr14_10558442_10778296,B,A,A,A,NA,A,A,A,NA,B,A,A,A,A,NA,A,A,B,B,NA,A,B,B,NA,NA,NA,A,B,B,NA,B,B,A,A,B,B,A,B,A,A,A,NA,B,B,NA,A,B,A,NA,A,B,B,B,B,NA,B,A,B,B,NA,B,A,NA,NA,NA,B,A,A,B,A,NA,B,NA,B,A,B,A,A,A,B,B,NA,NA,A,B,A,NA,A,B,B,NA,NA,A,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,A,A,A,B,B,NA,A,B,B,B,A,NA,NA,A,A,B,B,B,A,A,B,NA,B,B,B,B,B,A,A,B,B,B,NA,A,A,B,B,B,B,B,B,NA,A,B,B,A,B,NA,A,A,B,B,NA,A,NA,B,NA,A,A
Chr14,901,950,14_901_950,Chr14_10778348_11073729,B,A,A,A,NA,A,A,A,NA,B,A,A,A,A,NA,A,A,B,B,A,A,B,B,NA,NA,NA,A,B,B,B,B,B,A,A,B,B,A,B,A,A,A,NA,B,B,NA,A,B,A,NA,A,B,B,B,B,NA,B,A,B,B,NA,B,A,NA,B,NA,B,A,A,B,A,NA,B,B,B,A,B,A,A,A,B,B,NA,B,A,B,A,NA,A,B,NA,NA,NA,A,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,A,A,A,B,B,NA,B,B,B,B,A,NA,NA,A,A,B,B,B,A,A,B,A,B,B,NA,B,B,A,NA,B,B,B,NA,A,A,B,B,B,B,B,B,NA,A,B,B,A,B,NA,A,A,B,B,B,A,NA,B,NA,A,A
Chr14,951,1000,14_951_1000,Chr14_11073846_11330828,B,A,A,A,NA,A,A,A,NA,A,A,NA,NA,A,NA,A,A,B,B,A,A,B,B,NA,NA,NA,A,B,B,B,B,B,A,A,B,B,A,NA,A,NA,A,NA,B,B,NA,A,B,A,NA,A,B,B,B,B,NA,B,A,B,B,A,B,A,NA,B,NA,B,A,A,B,A,NA,B,B,B,A,B,NA,A,A,B,B,NA,B,A,B,A,NA,A,B,A,NA,NA,A,NA,A,B,B,B,B,B,A,NA,B,NA,A,B,NA,NA,NA,A,A,A,A,B,NA,B,B,B,B,A,NA,NA,A,A,B,B,B,A,A,B,A,B,B,A,B,B,A,B,B,B,B,NA,A,A,B,B,B,B,B,B,NA,A,B,B,A,B,NA,A,A,B,B,B,A,NA,B,NA,A,A
Chr14,1001,1050,14_1001_1050,Chr14_11340232_11992188,B,A,NA,A,NA,A,A,A,NA,A,A,B,B,A,NA,A,A,B,B,A,A,B,B,NA,NA,NA,A,B,B,B,B,B,A,A,NA,B,A,B,A,B,A,NA,B,B,NA,A,B,A,NA,A,B,B,B,B,NA,B,NA,B,B,NA,B,A,NA,B,NA,B,A,A,B,A,NA,NA,B,B,A,B,B,A,NA,B,NA,NA,B,A,B,A,NA,NA,B,A,NA,NA,A,NA,A,B,B,B,NA,B,A,NA,B,NA,A,B,NA,NA,NA,A,NA,A,A,B,NA,B,B,B,NA,A,NA,NA,A,A,B,B,B,A,A,B,A,NA,B,A,B,B,A,B,B,B,B,NA,A,A,B,B,B,B,B,B,NA,A,B,B,A,B,NA,A,A,B,B,B,A,NA,B,NA,A,A
Chr14,1051,1100,14_1051_1100,Chr14_11992189_12577176,B,A,B,NA,B,A,A,A,NA,A,A,B,B,A,NA,A,NA,B,NA,A,A,B,B,NA,NA,NA,A,B,B,B,B,B,NA,A,A,B,A,B,A,B,A,NA,B,B,NA,A,B,A,NA,A,B,B,B,B,NA,B,B,B,B,NA,B,NA,B,B,NA,B,A,A,B,A,NA,A,B,B,A,NA,B,A,B,B,A,NA,B,A,B,A,NA,A,B,A,NA,NA,A,NA,A,B,B,B,A,B,A,NA,B,NA,A,B,NA,NA,NA,A,B,A,A,B,NA,B,B,B,NA,A,NA,NA,A,A,B,B,B,A,NA,B,A,NA,B,A,B,B,A,B,B,B,B,NA,A,A,B,B,B,B,B,B,NA,A,B,B,A,B,NA,A,A,B,B,B,NA,NA,B,NA,NA,A
Chr14,1101,1150,14_1101_1150,Chr14_12580951_13241500,B,A,B,B,NA,A,A,A,NA,A,A,B,B,A,NA,A,NA,B,NA,A,A,B,NA,NA,NA,NA,A,B,B,B,B,B,B,A,A,B,A,NA,A,B,A,NA,B,A,NA,A,B,A,NA,A,B,B,NA,B,NA,NA,B,NA,B,NA,NA,B,B,B,NA,B,A,NA,A,A,NA,A,B,B,A,A,B,A,B,B,A,NA,NA,A,B,NA,NA,A,B,A,NA,NA,A,NA,A,B,NA,B,A,B,NA,NA,B,NA,NA,B,NA,NA,NA,A,B,B,A,B,NA,B,B,B,NA,A,NA,NA,A,A,B,B,B,A,B,B,A,NA,B,A,B,B,A,B,B,B,B,NA,A,NA,B,B,B,B,B,B,NA,A,B,B,A,B,NA,A,A,NA,A,B,B,NA,B,NA,B,A
Chr14,1151,1200,14_1151_1200,Chr14_13241549_13859511,B,A,B,B,NA,A,A,A,NA,A,A,B,B,A,NA,A,A,B,NA,A,A,B,A,NA,NA,NA,A,B,B,B,B,B,B,A,A,A,A,NA,A,B,A,NA,B,A,NA,A,B,A,NA,A,B,B,A,B,NA,NA,B,A,B,NA,A,B,B,NA,NA,B,A,B,A,A,NA,A,B,B,A,A,B,A,B,B,A,NA,A,A,B,B,NA,A,B,A,B,NA,A,NA,A,B,A,B,A,B,B,NA,B,A,B,B,NA,NA,NA,A,B,B,A,B,NA,B,B,B,NA,A,NA,NA,A,A,B,B,B,A,B,B,A,NA,B,A,B,B,A,B,B,NA,B,NA,A,B,B,B,B,B,B,B,NA,A,NA,A,A,B,NA,A,A,A,A,B,B,NA,B,NA,B,A
Chr14,1201,1250,14_1201_1250,Chr14_13861672_14649332,B,NA,B,B,NA,A,A,A,NA,NA,A,B,B,NA,NA,A,A,B,NA,A,A,B,A,NA,NA,NA,A,B,B,B,B,B,B,A,A,A,A,NA,A,B,A,NA,B,A,NA,A,A,A,NA,A,B,B,A,B,NA,NA,B,A,NA,NA,A,B,NA,A,NA,B,A,B,A,A,NA,A,B,NA,A,A,B,A,B,NA,A,NA,A,A,NA,B,B,A,NA,NA,B,NA,A,NA,A,B,A,B,A,B,B,NA,B,A,B,B,NA,NA,B,NA,B,B,A,B,NA,B,B,B,NA,NA,B,NA,A,A,B,B,B,A,B,B,NA,NA,B,A,B,B,A,B,NA,A,B,NA,NA,B,B,B,B,B,B,B,NA,A,NA,A,A,B,NA,A,A,A,A,B,B,NA,B,NA,B,A
Chr14,1251,1300,14_1251_1300,Chr14_14669399_18687184,B,B,B,B,NA,A,A,A,NA,B,A,B,B,A,NA,A,A,B,NA,A,A,B,NA,NA,NA,NA,A,B,B,B,B,B,B,A,A,A,A,NA,A,B,A,NA,B,A,NA,A,A,A,NA,A,B,B,A,B,NA,NA,B,A,A,NA,A,B,NA,A,NA,B,A,B,A,A,NA,A,B,A,A,A,B,B,B,NA,A,NA,A,A,A,B,B,A,A,B,B,NA,A,NA,A,B,A,B,NA,B,B,NA,B,A,B,B,NA,NA,B,B,B,B,A,B,NA,B,B,B,B,B,B,NA,A,A,B,B,B,A,B,B,B,NA,B,A,B,B,A,A,A,A,B,A,B,B,B,B,B,B,B,B,NA,A,NA,A,A,B,NA,A,A,A,A,B,B,NA,B,NA,B,A
Chr15,1,50,15_1_50,Chr15_122910_527899,A,A,A,A,NA,A,A,A,NA,A,A,A,B,B,NA,B,A,A,B,B,B,A,A,NA,NA,A,B,B,B,B,A,A,A,B,B,A,A,NA,A,B,A,NA,A,A,A,B,B,B,B,A,B,A,NA,A,NA,NA,A,A,A,B,A,B,NA,A,NA,A,A,A,B,A,NA,A,A,B,A,A,B,B,A,NA,NA,NA,A,A,A,B,NA,B,B,A,NA,NA,A,NA,A,A,A,B,A,A,A,NA,B,NA,B,B,NA,NA,NA,B,A,A,B,B,NA,B,B,B,NA,B,NA,NA,A,A,B,A,A,B,A,A,B,A,B,NA,B,A,B,A,A,A,A,A,B,A,A,B,B,B,B,B,A,A,NA,B,B,A,NA,A,NA,A,NA,B,B,NA,B,NA,A,A
Chr15,51,100,15_51_100,Chr15_527998_1373462,A,A,A,A,NA,A,A,A,NA,A,A,A,B,B,NA,B,A,A,B,B,B,A,A,NA,NA,A,B,B,B,B,A,A,A,B,B,A,A,NA,A,B,A,NA,NA,A,A,B,B,B,B,A,B,A,B,A,NA,NA,A,A,A,B,NA,B,NA,A,NA,A,A,A,B,A,NA,A,A,B,A,NA,B,B,A,A,A,NA,A,A,A,B,NA,B,NA,A,NA,NA,NA,NA,A,A,A,B,A,A,A,NA,B,NA,B,B,NA,NA,NA,B,A,A,B,B,NA,B,B,B,NA,B,NA,NA,A,A,B,A,A,NA,A,A,B,NA,B,NA,B,A,B,A,A,A,A,NA,B,A,A,B,B,B,B,B,A,A,NA,B,B,A,NA,A,B,A,B,B,B,NA,B,NA,A,A
Chr15,101,150,15_101_150,Chr15_1396220_2033154,A,NA,A,A,NA,A,A,B,NA,A,A,A,B,NA,NA,B,A,A,B,B,B,A,A,A,NA,NA,NA,B,B,B,A,NA,A,B,B,A,A,NA,A,B,A,NA,B,B,A,B,A,NA,B,A,B,A,B,A,NA,NA,NA,A,A,B,B,B,NA,NA,NA,A,A,A,NA,B,NA,A,A,B,A,B,B,B,A,NA,A,NA,A,A,A,B,A,B,B,A,NA,NA,B,NA,A,B,A,B,A,A,A,NA,B,NA,B,B,NA,NA,NA,B,A,A,B,B,NA,B,B,B,NA,A,NA,NA,A,A,B,A,B,A,A,B,B,NA,B,NA,B,A,NA,A,B,A,A,NA,NA,A,A,B,B,B,B,B,A,A,NA,B,B,A,NA,NA,B,A,B,NA,B,NA,B,NA,A,A
